Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
SENP2,0.43012496479629003,-0.00954762134876351,0.114,0.125,1.0
LINC02709,0.4308628362861078,0.0010490583329005043,0.034,0.031,1.0
HSD17B14,0.4309618206020401,0.002003778684671527,0.005,0.003,1.0
RASGRF1,0.43096182060240745,0.002003778684671527,0.005,0.003,1.0
TM6SF1,0.4309618206025667,0.002003778684671527,0.005,0.003,1.0
MASTL,0.43099403995592267,0.006503400337361506,0.043,0.037,1.0
RWDD2B,0.4312385437654527,-0.006021430185214741,0.034,0.04,1.0
MTMR10,0.431326157971014,0.0020073827198148573,0.016,0.014,1.0
TIMM29,0.4317424474175842,0.004158660545098322,0.096,0.094,1.0
STAC2,0.432044478711617,-0.0013202514055625394,0.003,0.003,1.0
MECR,0.432089008466369,0.008113786072443896,0.101,0.092,1.0
MESP1,0.4321602254781712,0.007456070982402446,0.043,0.037,1.0
LINC002481,0.4321906636195614,-6.475326693399352E-4,0.006,0.007,1.0
SLC25A21-AS1,0.4326091360968761,-0.0039149886872922295,0.012,0.016,1.0
WARS2-AS1,0.4326091360970975,-0.0039149886872922295,0.012,0.016,1.0
AL449106.1,0.43265241027483886,0.0020035577163465203,0.005,0.003,1.0
HIST1H2AJ,0.43265241027490026,0.0020035577163465203,0.005,0.003,1.0
PIP4K2A,0.43308644288825904,0.003930702138334033,0.045,0.043,1.0
FGFRL1,0.43317018596631457,-0.0024956455275317174,0.034,0.037,1.0
GPHN,0.4332636211632159,-0.004844127708192508,0.02,0.025,1.0
LRRC14,0.433376818389767,-0.007965264323569685,0.063,0.071,1.0
NSUN2,0.43362781731278044,-0.007369809541246539,0.093,0.102,1.0
SPINDOC,0.4336568775435595,-0.005147300324311224,0.023,0.028,1.0
ZNF44,0.4336568775437568,-0.005147300324311224,0.023,0.028,1.0
TRIM34,0.4338202661880467,0.004278436581754367,0.033,0.029,1.0
CCSAP,0.43387542931560463,-0.0038842909189369078,0.017,0.02,1.0
TMEM125,0.4339263699512737,0.0051747306833824225,0.059,0.053,1.0
MFSD13A,0.43404049711447984,-0.00591795531742282,0.047,0.053,1.0
ANKRD34B,0.4340980338012285,-9.806928284460626E-4,0.005,0.007,1.0
C4orf19,0.43434863451244826,-0.0051546119316099835,0.02,0.025,1.0
AC007996.1,0.4343987840295982,-0.003281004368256596,0.008,0.012,1.0
FIG4,0.4347688016851502,-0.002249601693771447,0.017,0.02,1.0
NFATC4,0.43483082571026194,0.0036544515508061676,0.014,0.011,1.0
AL049840.5,0.4350924155933799,-0.004532323703889816,0.018,0.022,1.0
STX3,0.43515174995564393,0.009394912637172542,0.131,0.123,1.0
CNOT6,0.4353086660930335,-0.005526852233511771,0.058,0.064,1.0
UBE3B,0.4357828913745296,-0.006142559058004454,0.059,0.066,1.0
DDX58,0.4357872766248021,-0.006644116010036671,0.033,0.038,1.0
MTERF2,0.4358803809086925,-0.0062970873471550545,0.039,0.044,1.0
TSLP,0.43604247025303094,-0.0019836013469686103,0.003,0.005,1.0
RASGRP1,0.43604247025340276,-0.0019836013469686103,0.003,0.005,1.0
LIPT1,0.4360459602874685,-0.002857070990549382,0.026,0.03,1.0
TAS2R4,0.4361308950743844,-0.002625088132408522,0.008,0.01,1.0
MIATNB,0.43629403398245975,0.003643676852126,0.022,0.019,1.0
FUT8,0.4364065506764905,-0.004692723133295509,0.04,0.046,1.0
ZNF714,0.4364415374948923,-0.003231336276083907,0.017,0.02,1.0
ARMC8,0.4365747537573046,-0.008569834420834074,0.095,0.104,1.0
CD83,0.43675731699708975,-0.013407338415040514,0.037,0.035,1.0
LINC01001,0.438030534500597,0.004624764409481275,0.023,0.018,1.0
DVL3,0.4380837359975427,-0.009629383588127552,0.106,0.116,1.0
ELFN2,0.438108683837237,0.003982692805863223,0.015,0.011,1.0
ARF4-AS1,0.4381250418788193,-0.001621729009869113,0.011,0.013,1.0
RHCE,0.4385005630203402,0.0013365594644642832,0.002,0.001,1.0
GNG3,0.43850056302035895,0.0013365594644642832,0.002,0.001,1.0
AC103740.2,0.4385005630204399,0.0013365594644642832,0.002,0.001,1.0
AC087164.1,0.4385005630204711,0.0013365594644642832,0.002,0.001,1.0
LINC00337,0.4385005630204711,0.0013365594644642832,0.002,0.001,1.0
C4orf54,0.4385005630204835,0.0013365594644642832,0.002,0.001,1.0
AC079630.1,0.43850056302048973,0.0013365594644642832,0.002,0.001,1.0
EYA1,0.43850056302049595,0.0013365594644642832,0.002,0.001,1.0
AC055714.1,0.43850056302050217,0.0013365594644642832,0.002,0.001,1.0
ADD3-AS1,0.43850056302053336,0.0013365594644642832,0.002,0.001,1.0
AC135178.6,0.4385005630205458,0.0013365594644642832,0.002,0.001,1.0
AC020661.3,0.43850056302055207,0.0013365594644642832,0.002,0.001,1.0
AC112236.2,0.43850056302055207,0.0013365594644642832,0.002,0.001,1.0
AC092115.2,0.4385005630205583,0.0013365594644642832,0.002,0.001,1.0
KCNJ2-AS1,0.4385005630205583,0.0013365594644642832,0.002,0.001,1.0
AC080129.2,0.4385005630205708,0.0013365594644642832,0.002,0.001,1.0
ARRDC5,0.4385005630205708,0.0013365594644642832,0.002,0.001,1.0
AC087386.1,0.438500563020577,0.0013365594644642832,0.002,0.001,1.0
AC009802.1,0.4385005630205957,0.0013365594644642832,0.002,0.001,1.0
RBM15-AS1,0.43850056302060186,0.0013365594644642832,0.002,0.001,1.0
FBP1,0.43866414897432754,0.006328081067085309,0.075,0.074,1.0
ABCA10,0.4387413683980842,6.74653866292692E-4,0.005,0.004,1.0
AC007639.1,0.4387755634019355,-0.0019864739485256715,0.003,0.005,1.0
PCDHGB7,0.438775563401948,-0.0019864739485256715,0.003,0.005,1.0
AL592148.3,0.4387755634020103,-0.0019864739485256715,0.003,0.005,1.0
ZSCAN4,0.43877556340207263,-0.0019864739485256715,0.003,0.005,1.0
AL157834.1,0.43877556340209767,-0.0019864739485256715,0.003,0.005,1.0
NACAD,0.4387755634021101,-0.0019864739485256715,0.003,0.005,1.0
NWD1,0.43877556340212254,-0.0019864739485256715,0.003,0.005,1.0
AC093001.2,0.4387755634021351,-0.0019864739485256715,0.003,0.005,1.0
AL031775.1,0.43877556340220986,-0.0019864739485256715,0.003,0.005,1.0
AFF3,0.43882653843398506,6.995360910047165E-6,0.002,0.003,1.0
SH3TC1,0.4388981221472111,0.006200798907436689,0.038,0.032,1.0
SDR39U1,0.4391698956021194,0.0011671525925660287,0.135,0.136,1.0
FABP3,0.43920571502740646,0.0033282874298046564,0.01,0.007,1.0
HELQ,0.43938744743780955,0.0039618120658877695,0.028,0.024,1.0
TNPO3,0.43947826532634054,-0.004588550139083339,0.102,0.109,1.0
LINC01121,0.43974345368473877,0.002336059797547854,0.008,0.006,1.0
RAVER2,0.439766654207054,-0.00422564353574173,0.015,0.019,1.0
FAHD2B,0.44016202484714956,0.006483457670992704,0.049,0.042,1.0
AC087392.1,0.4404414965944435,0.0026675698287622184,0.008,0.005,1.0
WASHC2C,0.44046201330374696,-0.003941424721591112,0.058,0.063,1.0
TPK1,0.44052150223398817,0.00430779885238756,0.016,0.013,1.0
CCNE2,0.4408899128067178,-0.004217043600843098,0.015,0.02,1.0
LRP4,0.4411095525894299,-0.003904722487431272,0.013,0.017,1.0
FHDC1,0.4411518457690074,-0.003247794421809518,0.014,0.017,1.0
RFNG,0.4412703612727451,0.006791827831551356,0.051,0.044,1.0
GLIDR,0.4414743050249676,0.0042752976386343094,0.034,0.03,1.0
TMEM268,0.44181288843917055,-0.004229951973342675,0.014,0.018,1.0
DOP1A,0.4418257520041653,-0.003229513580120129,0.017,0.021,1.0
CACNA1H,0.4418375849323003,-6.544724195848917E-4,0.004,0.005,1.0
AC114760.2,0.44189113659849105,-0.004310585972753918,0.047,0.048,1.0
EHHADH,0.44201410850269973,-0.0019353447581606613,0.014,0.017,1.0
GDF11,0.44201410850325246,-0.0019353447581606613,0.014,0.017,1.0
FBXL19-AS1,0.4421144512474145,-0.002623447805653224,0.008,0.01,1.0
MAJIN,0.4421794010202797,0.0029948213496979043,0.014,0.012,1.0
LPIN2,0.44219082008263966,-0.002535707969560569,0.124,0.122,1.0
ZMYND12,0.44237746698583635,0.0029978731903339776,0.01,0.007,1.0
AC099518.5,0.442377466986113,0.0029978731903339776,0.01,0.007,1.0
AC021086.1,0.44260249336443275,-0.00132877855387117,0.001,0.002,1.0
AC011825.4,0.4426024933644454,-0.00132877855387117,0.001,0.002,1.0
CHRNB4,0.442602493364458,-0.00132877855387117,0.001,0.002,1.0
AC099850.1,0.44260249336447066,-0.00132877855387117,0.001,0.002,1.0
AC025287.2,0.4426024933644895,-0.00132877855387117,0.001,0.002,1.0
THRA1/BTR,0.4426024933645271,-0.00132877855387117,0.001,0.002,1.0
AL359715.3,0.4426024933645334,-0.00132877855387117,0.001,0.002,1.0
TMEM240,0.44260249336455876,-0.00132877855387117,0.001,0.002,1.0
AL645940.1,0.44260249336456503,-0.00132877855387117,0.001,0.002,1.0
LINC01271,0.4426024933645712,-0.00132877855387117,0.001,0.002,1.0
HAND2-AS1,0.4426024933645901,-0.00132877855387117,0.001,0.002,1.0
LINC00636,0.4426024933645964,-0.00132877855387117,0.001,0.002,1.0
AC020928.1,0.4426024933646152,-0.00132877855387117,0.001,0.002,1.0
AL133367.1,0.44260249336462154,-0.00132877855387117,0.001,0.002,1.0
AC010201.2,0.44260249336464036,-0.00132877855387117,0.001,0.002,1.0
NOVA2,0.44260249336464674,-0.00132877855387117,0.001,0.002,1.0
UNC79,0.44260249336464674,-0.00132877855387117,0.001,0.002,1.0
FOXF2,0.442602493364653,-0.00132877855387117,0.001,0.002,1.0
AL590867.1,0.4426024933646782,-0.00132877855387117,0.001,0.002,1.0
ACOXL-AS1,0.4426024933646844,-0.00132877855387117,0.001,0.002,1.0
LINC01618,0.44260249336469076,-0.00132877855387117,0.001,0.002,1.0
LINC02827,0.44260249336469076,-0.00132877855387117,0.001,0.002,1.0
AC009041.2,0.44260249336469704,-0.00132877855387117,0.001,0.002,1.0
AC090589.2,0.4426024933647159,-0.00132877855387117,0.001,0.002,1.0
AC105180.2,0.4426024933647222,-0.00132877855387117,0.001,0.002,1.0
AC110285.2,0.44260249336473473,-0.00132877855387117,0.001,0.002,1.0
AC092718.2,0.442602493364741,-0.00132877855387117,0.001,0.002,1.0
AL645465.1,0.4426024933647474,-0.00132877855387117,0.001,0.002,1.0
CFAP52,0.4426024933647474,-0.00132877855387117,0.001,0.002,1.0
AC114763.1,0.4426024933647662,-0.00132877855387117,0.001,0.002,1.0
AL023755.1,0.4426024933647662,-0.00132877855387117,0.001,0.002,1.0
COL2A1,0.4426024933647725,-0.00132877855387117,0.001,0.002,1.0
AC007193.1,0.44260249336477886,-0.00132877855387117,0.001,0.002,1.0
LINC00365,0.44260249336477886,-0.00132877855387117,0.001,0.002,1.0
LINC00924,0.4426024933647851,-0.00132877855387117,0.001,0.002,1.0
AC005840.4,0.4426024933647914,-0.00132877855387117,0.001,0.002,1.0
AC004771.3,0.442602493364804,-0.00132877855387117,0.001,0.002,1.0
ADM5,0.44264833100055023,-0.0016204240975265759,0.011,0.013,1.0
DSG3,0.44266772547151084,0.004630766590416438,0.017,0.013,1.0
SLC2A10,0.4426941912371041,0.0032867808325558606,0.052,0.05,1.0
MTFP1,0.44284341547563955,0.01148944178403516,0.158,0.147,1.0
RINL,0.4428972481373347,-0.0052182726342331065,0.057,0.061,1.0
SBF2-AS1,0.4430210223631971,4.379257255907251E-4,0.053,0.054,1.0
FAM3A,0.443049752792567,0.008513458468059024,0.133,0.125,1.0
N4BP1,0.44341943330481737,-0.0013471856187487613,0.081,0.085,1.0
RYR1,0.44363308536501334,0.0029965618030664744,0.011,0.009,1.0
WDR72,0.44374588351048816,0.005387633724946259,0.091,0.087,1.0
CD58,0.4439285698198796,0.013868312810720929,0.175,0.17,1.0
AL021578.1,0.4439484598351257,-0.0012699103448659543,0.016,0.018,1.0
NUS1,0.44394965769225847,0.0020265101897518345,0.075,0.075,1.0
SLC25A19,0.44397644666489444,4.5108050991934934E-5,0.018,0.019,1.0
FAH,0.4441188886950654,5.564737171172007E-4,0.26,0.265,1.0
NGLY1,0.4445573435522957,0.0023360597975478348,0.07,0.066,1.0
ARV1,0.4450408207813038,-0.006076515131724705,0.065,0.072,1.0
AC006237.1,0.44525446046221834,0.0023360597975477463,0.006,0.004,1.0
AC008378.1,0.44525446046223105,0.0023360597975477463,0.006,0.004,1.0
TRAF3IP3,0.44525446046226896,0.0023360597975477463,0.006,0.004,1.0
BPIFA1,0.4454773946364549,0.006657156765426333,0.001,0.001,1.0
H3F3A,0.4456487730998894,0.01777715949445824,0.982,0.983,1.0
CEP72,0.4458312754045255,0.0033230643191943052,0.015,0.013,1.0
STS,0.4459241343465676,0.005894206847644506,0.033,0.028,1.0
PPME1,0.44606382961040814,0.010506516688321199,0.141,0.131,1.0
HIST1H2BE,0.44608842677491717,-0.001657289935177061,0.002,0.003,1.0
AC010538.1,0.4460884267749298,-0.001657289935177061,0.002,0.003,1.0
AL031710.2,0.44629365823179407,-0.003596719634481438,0.011,0.014,1.0
MAPK11,0.44629365823192085,-0.003596719634481438,0.011,0.014,1.0
ZBTB39,0.4463938555762328,-0.0032791490111338875,0.009,0.012,1.0
AC011611.4,0.4469615051952679,-0.0016191200453803383,0.011,0.013,1.0
ZNF100,0.4469615051955473,-0.0016191200453803383,0.011,0.013,1.0
GALNT12,0.44699672997759826,0.005242569190684165,0.034,0.03,1.0
ZNF93,0.4470033884300938,-0.0013009089990281674,0.008,0.01,1.0
BLOC1S3,0.44703878531564906,-0.004532323703889816,0.018,0.023,1.0
IGHV3-23,0.44703930217428384,-0.004299664617850393,0.003,0.005,1.0
DIPK2A,0.44719087906022,0.0023360597975477515,0.038,0.037,1.0
GIT2,0.44723202732028705,0.0026561110084732317,0.044,0.04,1.0
ITPRIP,0.44726368756252155,-0.00731963157051687,0.031,0.036,1.0
ATP8B1,0.44732737959859803,-0.005336219666299616,0.08,0.087,1.0
AC012615.1,0.4473336825658311,0.00428918541843008,0.026,0.023,1.0
NOD1,0.44757267115978583,-0.0032441286524297064,0.015,0.018,1.0
SLC16A10,0.44788652051677275,0.002336059797547859,0.004,0.002,1.0
GSTZ1,0.44819044042215417,0.002336059797547821,0.077,0.076,1.0
AC093425.1,0.448660510076316,-0.001982166477487903,0.004,0.005,1.0
HIF3A,0.4488038450844052,-0.002636600871830609,0.005,0.008,1.0
AC010210.1,0.4488038450848259,-0.002636600871830609,0.005,0.008,1.0
AL355512.1,0.44951150143308793,0.002994387668592122,0.015,0.012,1.0
BISPR,0.4495115014337523,0.002994387668592122,0.015,0.012,1.0
BCL7B,0.4497801577218709,0.010651519899270961,0.16,0.15,1.0
SPATA18,0.45005693737599595,0.00200802961583001,0.018,0.016,1.0
ZNF717,0.45045057821809076,0.002660893323223678,0.029,0.026,1.0
ARHGAP15,0.45053505882640693,3.4402726630730456E-4,0.005,0.004,1.0
USP13,0.45053710416686954,-0.005166829745916354,0.019,0.023,1.0
DIO2,0.45063204408710844,-0.004247242451649778,0.01,0.012,1.0
PLN,0.45145385318049497,-9.97276622210488E-4,0.001,0.001,1.0
PARP12,0.45156198892047167,0.0067776914650920644,0.054,0.047,1.0
ANAPC7,0.4516190364913877,0.007564427850983213,0.086,0.079,1.0
ZFHX2-AS1,0.4518291458507203,-0.0032836864941468286,0.066,0.068,1.0
JRK,0.451867773291334,-0.007163694988080262,0.048,0.056,1.0
FCGR1B,0.45187278588470714,0.001669837254584861,0.002,0.001,1.0
HAUS2,0.4518773694847902,0.004167562141015546,0.091,0.089,1.0
ZNF526,0.4519173468882216,-0.0051375736892745015,0.024,0.03,1.0
SLC6A16,0.4519340481571812,-3.2617139213008675E-4,0.002,0.003,1.0
DAND5,0.4519340481572262,-3.2617139213008675E-4,0.002,0.003,1.0
VSIG10L2,0.45210544237886074,0.002668561878749219,0.004,0.002,1.0
TIMM23B,0.4521334582310301,0.006160156235951189,0.049,0.043,1.0
CBWD3,0.45222963461803034,0.0029689712110803484,0.053,0.051,1.0
CA9,0.45231698744551685,-0.0060700679434644855,0.02,0.019,1.0
FAM13A-AS1,0.45262996324386773,-0.0023120229399829634,0.004,0.006,1.0
RTN4RL1,0.4526299632441379,-0.0023120229399829634,0.004,0.006,1.0
AC023043.1,0.45291757871774024,-0.002542791968261803,0.024,0.027,1.0
DCTD,0.45309330796660213,0.0023360597975477237,0.216,0.218,1.0
AP001372.2,0.4531364779401429,-0.0022391115818258672,0.02,0.022,1.0
IL24,0.4531544514999498,-0.0023197517386462493,0.002,0.004,1.0
AC091271.1,0.4532732949884998,0.007854160862580298,0.077,0.073,1.0
GDA,0.4532969386327615,0.007669405772910386,0.06,0.052,1.0
ZMYND19,0.45350196079259103,-0.005425945537941332,0.028,0.034,1.0
TMEM201,0.45356821242041445,-0.0032404676930192534,0.016,0.019,1.0
AL355353.1,0.45367101029287427,0.0036402660469721307,0.025,0.022,1.0
TRMT61A,0.4542678363433798,4.8534983068673765E-4,0.076,0.078,1.0
AC133919.1,0.45444760511028104,-6.53479050818073E-4,0.004,0.005,1.0
GOLGA8O,0.4544476051104618,-6.53479050818073E-4,0.004,0.005,1.0
MCPH1-AS1,0.4544476051105263,-6.53479050818073E-4,0.004,0.005,1.0
SNX25,0.45470120500391425,-0.00192973830366535,0.016,0.018,1.0
CYBC1,0.4550215995560441,-0.007396377120683098,0.088,0.096,1.0
DOK5,0.45503638268366275,-0.0016612806350725087,0.001,0.002,1.0
HIST1H2BN,0.4551028375087904,0.0032968284863450076,0.038,0.037,1.0
ZFAND4,0.4551614377789127,0.002666256267445542,0.012,0.009,1.0
CLDN18,0.45523685434379224,-0.001654633892386174,0.002,0.002,1.0
BPIFA2,0.4557738299124813,7.770037956670618E-6,0.003,0.003,1.0
AC090236.2,0.45585493552064327,0.0016777319265036152,0.015,0.013,1.0
ZBED5-AS1,0.45594177112858386,0.0050078737663595,0.12,0.117,1.0
CHTF8,0.4560326229050043,0.002997654264286451,0.01,0.007,1.0
MAP1LC3B2,0.4560326229051858,0.002997654264286451,0.01,0.007,1.0
MCEE,0.456062583306413,0.007938315346217528,0.075,0.067,1.0
MINDY3,0.4561519695385886,0.004268427548601766,0.038,0.034,1.0
ENTPD6,0.4563750057142473,0.008551856042381858,0.127,0.119,1.0
ABHD12,0.45659750863862686,-0.012314229360325446,0.196,0.209,1.0
DNASE1L1,0.45674315429775514,0.007632847380013297,0.072,0.065,1.0
E2F8,0.456791352671073,0.0039810675710371685,0.015,0.012,1.0
RBKS,0.45698269125929564,0.006488757028649553,0.047,0.041,1.0
LINC00857,0.45699562143695405,0.004940227935935744,0.027,0.022,1.0
C11orf52,0.45709027423204124,-0.011253514183097682,0.112,0.12,1.0
CATSPERG,0.45726275872945027,0.0013451431186116448,0.011,0.009,1.0
CD300C,0.457498331828101,0.0013365594644642832,0.002,0.001,1.0
TXK,0.4574983318281271,0.0013365594644642832,0.002,0.001,1.0
YBX2,0.45749833182814004,0.0013365594644642832,0.002,0.001,1.0
SRGAP2B,0.4575671757726431,-0.005225412903028824,0.052,0.059,1.0
PROCA1,0.45786591628492623,0.0026674599662809533,0.008,0.006,1.0
ICK,0.4579435871230892,0.004565005155966723,0.049,0.045,1.0
LINC02591,0.45798733914470224,-0.0028352510158302577,0.031,0.034,1.0
ZNF81,0.458082345288059,0.0033263222980115838,0.013,0.009,1.0
AC068587.4,0.4581702862095583,-0.005132719847421689,0.025,0.03,1.0
DENND6A,0.4586580900628652,-0.0045278337954402885,0.019,0.023,1.0
CNNM4,0.4587290193026479,-0.002172804523920588,0.034,0.037,1.0
ACOT11,0.4587419786269147,-0.006836865505071718,0.05,0.057,1.0
AC113410.4,0.4592927510671323,0.0026670212435608194,0.009,0.007,1.0
AC079922.2,0.45942037418094034,0.002993738216518443,0.016,0.013,1.0
MYORG,0.4599005656344828,0.0016818235949511706,0.021,0.019,1.0
HERC3,0.4602916707432173,-0.0025364526847359743,0.026,0.029,1.0
STXBP5-AS1,0.46040754020104424,0.0016707237783267744,0.004,0.002,1.0
SPNS3,0.46040754020120134,0.0016707237783267744,0.004,0.002,1.0
RBSN,0.46125391685576483,-0.0021699021231582905,0.035,0.038,1.0
APOA2,0.46149867826601976,-0.0062110007809106586,0.012,0.011,1.0
AP000787.1,0.4616174094192841,-0.0029288421303580326,0.013,0.015,1.0
MNT,0.46174646491917126,-0.002226685760870456,0.091,0.095,1.0
DIPK1A,0.46186460510609234,0.0036531492207421794,0.015,0.012,1.0
TANC1,0.46231876897327784,-0.0056639828695286415,0.078,0.085,1.0
ELMO3,0.4624259389100722,-0.0050309987171997805,0.119,0.127,1.0
CD7,0.4624884806861359,0.002336059797547958,0.01,0.009,1.0
ESPN,0.4626738615894717,0.00453558935673886,0.06,0.058,1.0
TRAF3IP2,0.4628106424013036,-0.006286059719271354,0.041,0.047,1.0
SKAP1,0.4629472182970206,-0.0035290596548501786,0.022,0.026,1.0
RCC1L,0.4632224914133435,0.0074696963172924125,0.105,0.098,1.0
MAML1,0.4632949576735903,-0.005604270947771446,0.046,0.053,1.0
JADE2,0.4633569023771159,0.007364354490083581,0.064,0.057,1.0
TIGAR,0.4637264865733016,0.003608324600204521,0.047,0.046,1.0
CLDN2,0.46397839741399194,-0.0023120229399829634,0.002,0.004,1.0
AP000851.1,0.46400702494426593,3.891490782757323E-6,0.002,0.001,1.0
DHDH,0.46421227089672473,0.0020036682372331378,0.005,0.003,1.0
LSAMP-AS1,0.46421227089680395,0.0020036682372331378,0.005,0.003,1.0
DPH6,0.4643605621436831,-0.005123321351636359,0.111,0.118,1.0
MAPK8,0.46436687141000793,0.0026374916008853055,0.102,0.102,1.0
CEP250,0.4644571012539588,-0.0034797885824554217,0.03,0.034,1.0
IPO13,0.4646063095737916,0.003637719597343738,0.027,0.024,1.0
LRRC55,0.46473646018744247,-0.0016559614719897503,0.002,0.004,1.0
AL132712.2,0.4647364601876737,-0.0016559614719897503,0.002,0.004,1.0
AL035681.1,0.46473646018810955,-0.0016559614719897503,0.002,0.004,1.0
MCAT,0.46493447622373624,-0.007923535324400932,0.099,0.108,1.0
ZNF683,0.465088036301977,3.891490782757323E-6,0.001,0.002,1.0
CALCA,0.46508803630201656,3.891490782757323E-6,0.001,0.002,1.0
LINC01176,0.46509102343192227,-0.003592811324730905,0.011,0.015,1.0
TFCP2L1,0.46520885021975483,-0.003585010132903698,0.012,0.016,1.0
ATP23,0.4654269996507475,-0.0025317090224928826,0.027,0.03,1.0
AC079354.2,0.4654431541933368,-6.524863417698779E-4,0.004,0.005,1.0
PRR4,0.46549796269101634,-0.005142433844129435,0.023,0.028,1.0
P2RX4,0.465761246000995,0.004183350963262819,0.081,0.079,1.0
LSM11,0.4658076726680686,-0.0029567080989696013,0.007,0.01,1.0
C7orf31,0.4658076726681216,-0.0029567080989696013,0.007,0.01,1.0
IFNE,0.46580767266817447,-0.0029567080989696013,0.007,0.01,1.0
CDH13,0.46594167866155495,-9.86202394429904E-4,0.004,0.004,1.0
UBAC1,0.46613508895380573,-0.0013491246836344617,0.236,0.242,1.0
KIFC3,0.4661461411962487,0.0035672079986070887,0.082,0.08,1.0
EXOSC10,0.4665252728643179,-0.00665485489931332,0.071,0.079,1.0
TMEM74B,0.4665622988336697,-0.002634952924472616,0.006,0.008,1.0
VPS37D,0.4665622988337095,-0.002634952924472616,0.006,0.008,1.0
TCTN2,0.4665928611081774,6.000614061017068E-5,0.025,0.026,1.0
AL512625.1,0.46678249808572053,-0.005415917006770191,0.03,0.035,1.0
MBD4,0.4668359334221627,-0.012205583468892278,0.167,0.179,1.0
FCHO1,0.46683608429789447,0.002336059797547703,0.026,0.023,1.0
AL021707.1,0.46684998538912137,-6.425953916921745E-4,0.007,0.009,1.0
AC104035.1,0.4670243554115287,-0.0022997100938695753,0.007,0.009,1.0
AC040904.1,0.46702435541176773,-0.0022997100938695753,0.007,0.009,1.0
SPRY4-AS1,0.4670243554118473,-0.0022997100938695753,0.007,0.009,1.0
GOLPH3L,0.46720103114565525,0.004202892947060194,0.072,0.069,1.0
KCP,0.46727090836200524,0.00554165776331661,0.129,0.121,1.0
LNP1,0.4676178082140442,0.002336059797547768,0.007,0.004,1.0
FAM71D,0.4676178082141241,0.002336059797547768,0.007,0.004,1.0
AC010487.2,0.4676178082146822,0.002336059797547768,0.007,0.004,1.0
PI4K2A,0.4678716931292979,-0.006742105538086539,0.061,0.067,1.0
SGSH,0.4679229591925129,0.003636872989105075,0.028,0.024,1.0
DGAT1,0.46792327896237,-0.007932831405965762,0.096,0.105,1.0
NUDT2,0.4681130650777453,-0.0025242170847049328,0.093,0.097,1.0
RCSD1,0.4686495800258693,3.4005115083304534E-4,0.003,0.003,1.0
BAG4,0.4687523058761419,0.0061736084789600285,0.046,0.04,1.0
KLK1,0.46899233375733257,-0.002481678764599149,0.037,0.038,1.0
ZER1,0.4690291753687314,-0.00570644776361387,0.034,0.04,1.0
AL049840.4,0.4690301694712745,-0.0032754419714982816,0.009,0.013,1.0
F8A1,0.46919853650491616,-0.004357192281904648,0.044,0.048,1.0
TIPIN,0.46920801032726134,-0.001800779833178362,0.046,0.049,1.0
C3orf62,0.4692366644375141,-0.0032717398232616074,0.01,0.013,1.0
OST4,0.46928739002352565,0.030054183998975637,0.951,0.955,1.0
TRAT1,0.46939355717393105,0.0023360597975477025,0.005,0.003,1.0
ACAP1,0.4693985035401907,0.003976749255007855,0.016,0.012,1.0
C7orf57,0.4695184355329031,-0.0019792995963711325,0.004,0.006,1.0
AC027117.2,0.4695184355331967,-0.0019792995963711325,0.004,0.006,1.0
CDH5,0.4697140036227282,-0.0023182039233706838,0.002,0.004,1.0
USP30,0.4699370313294341,0.004618793546015455,0.025,0.021,1.0
SMIM10,0.46993751121512717,-0.0045143992222912155,0.02,0.025,1.0
PIK3R4,0.47029556349969437,0.004279695006118925,0.031,0.028,1.0
ZNF839,0.47077410556830945,0.003320150413296063,0.018,0.016,1.0
RIPPLY2,0.47078546077047345,-0.00198503717033055,0.003,0.005,1.0
SLC39A5,0.47078546077056715,-0.00198503717033055,0.003,0.005,1.0
AL158064.1,0.4707854607706073,-0.00198503717033055,0.003,0.005,1.0
AC108519.1,0.47078546077062067,-0.00198503717033055,0.003,0.005,1.0
TMEM81,0.47078546077062067,-0.00198503717033055,0.003,0.005,1.0
KCNF1,0.470785460770634,-0.00198503717033055,0.003,0.005,1.0
SLC23A1,0.4707854607706607,-0.00198503717033055,0.003,0.005,1.0
AL136162.1,0.4707854607708079,-0.00198503717033055,0.003,0.005,1.0
SPATA21,0.4707854607708079,-0.00198503717033055,0.003,0.005,1.0
TTTY10,0.4707854607708079,-0.00198503717033055,0.003,0.005,1.0
SCRG1,0.4707854607709284,-0.00198503717033055,0.003,0.005,1.0
CEP83-DT,0.4708477776050796,-3.2528575196632756E-4,0.003,0.003,1.0
SLC26A1,0.4709949082755631,0.0016705023686534302,0.004,0.002,1.0
AC018695.9,0.47099490827570367,0.0016705023686534302,0.004,0.002,1.0
LINC00524,0.47099490827570367,0.0016705023686534302,0.004,0.002,1.0
CHRNA7,0.4709949082757706,0.0016705023686534302,0.004,0.002,1.0
AC009065.2,0.4709949082758107,0.0016705023686534302,0.004,0.002,1.0
AC009754.1,0.4709949082758308,0.0016705023686534302,0.004,0.002,1.0
AL117335.1,0.4709949082759981,0.0016705023686534302,0.004,0.002,1.0
AC092338.1,0.47099490827627255,0.0016705023686534302,0.004,0.002,1.0
EPB41L4A,0.4713583723322415,0.002970980453797775,0.052,0.048,1.0
DDX47,0.47144252855750524,0.005874747743111232,0.039,0.034,1.0
