Gene,p_val_high_vs_low,avg_logFC_high_vs_low,pct_1_high_vs_low,pct_2_high_vs_low,p_val_adj_high_vs_low
NFKB2,0.08829857198250836,-0.0038751402950928104,0.155,0.166,1.0
TMEM70,0.08833913459419934,0.004958056929711296,0.13,0.132,1.0
CTSH,0.08848886082439761,0.0341328338795468,0.465,0.438,1.0
RRAGA,0.08852385780855165,-0.005525387008431165,0.133,0.143,1.0
KIAA1671,0.08855378247398957,-0.013347054958857255,0.114,0.13,1.0
PRDM11,0.08864854370466999,-0.006486085315284183,0.018,0.025,1.0
TMEM120A,0.08865140644460061,0.011777275046235894,0.098,0.088,1.0
CFLAR-AS1,0.08878815954687484,7.103075292078306E-4,0.025,0.021,1.0
REL,0.088844000149022,0.022374639861368395,0.187,0.171,1.0
RFC5,0.08885713896581242,-0.006874740592135005,0.045,0.053,1.0
SETD1B,0.08905216167832003,0.009763834945597752,0.038,0.028,1.0
ZNF571-AS1,0.08920679192256581,-0.002658124047076007,0.001,0.004,1.0
MYL3,0.08920679192257595,-0.002658124047076007,0.001,0.004,1.0
AC011477.2,0.08920679192258736,-0.002658124047076007,0.001,0.004,1.0
LINC00278,0.08920679192258862,-0.002658124047076007,0.001,0.004,1.0
WDR86,0.08920679192259369,-0.002658124047076007,0.001,0.004,1.0
ADAM20,0.08920679192259497,-0.002658124047076007,0.001,0.004,1.0
AC009090.6,0.08920679192259623,-0.002658124047076007,0.001,0.004,1.0
AC009812.3,0.08920679192259877,-0.002658124047076007,0.001,0.004,1.0
AC016745.1,0.0892067919226051,-0.002658124047076007,0.001,0.004,1.0
MGAT5B,0.08920679192260764,-0.002658124047076007,0.001,0.004,1.0
BX284613.2,0.08920679192261144,-0.002658124047076007,0.001,0.004,1.0
AC100830.1,0.08920679192261524,-0.002658124047076007,0.001,0.004,1.0
AC112484.3,0.0892067919226482,-0.002658124047076007,0.001,0.004,1.0
GOLGA8Q,0.0892067919226482,-0.002658124047076007,0.001,0.004,1.0
GABRG3,0.089206791922652,-0.002658124047076007,0.001,0.004,1.0
NDRG3,0.08931724077389601,0.011779000597829742,0.065,0.054,1.0
TNFSF12,0.08932528419179013,0.0026629105930708677,0.02,0.02,1.0
LDLRAD4,0.0894960779272267,-0.007555217681194819,0.008,0.013,1.0
PPP2R3C,0.08956359151147668,0.015917608982271653,0.131,0.117,1.0
EIF3C,0.08961319367803192,-0.00982798263244062,0.036,0.046,1.0
LINC00910,0.0896407579447247,0.00652353571837095,0.039,0.032,1.0
ALKAL1,0.0896743636700148,0.00333389789797026,0.005,0.002,1.0
ZBTB46,0.08974351466378527,0.004655861997779123,0.009,0.005,1.0
DNAJC16,0.08978733262298104,-0.008297196503821033,0.03,0.04,1.0
ZNF473,0.08986965308180513,0.008178335421776251,0.032,0.024,1.0
METTL25,0.0899412044402993,-2.800306415034759E-4,0.018,0.021,1.0
ETV4,0.09001000289332986,0.01282674533301939,0.084,0.073,1.0
HSD11B2,0.09001555008410668,0.005923215119698046,0.026,0.019,1.0
IPP,0.09004215474015392,0.0020149809699379073,0.038,0.038,1.0
GEMIN2,0.09005944094108025,0.00943744535414245,0.038,0.029,1.0
PGBD2,0.09008447107111156,-0.0071706500572434485,0.014,0.021,1.0
WNT7A,0.09011318634129316,-0.01145283913154841,0.032,0.04,1.0
ATP9B,0.0901179580706596,-0.004402293951661002,0.036,0.042,1.0
SDCBP2-AS1,0.09016153232046936,-0.006544116959311362,0.011,0.018,1.0
APOBEC3F,0.09019724709976355,-0.013619229401024599,0.058,0.071,1.0
SMG7,0.09019930604686646,-0.01119844394535742,0.077,0.09,1.0
AC004918.4,0.09026860538752893,0.0023360597975479714,0.003,0.001,1.0
MEFV,0.09026860538754047,0.0023360597975479714,0.003,0.001,1.0
SYT16,0.0902686053875687,0.0023360597975479714,0.003,0.001,1.0
AL356515.1,0.09026860538757127,0.0023360597975479714,0.003,0.001,1.0
CTRL,0.09026860538757511,0.0023360597975479714,0.003,0.001,1.0
AC089999.2,0.09026860538767902,0.0023360597975479714,0.003,0.001,1.0
FNBP1,0.09030756928819432,0.013778893793529076,0.079,0.064,1.0
C5AR1,0.09030891805057172,0.008550307105262445,0.018,0.011,1.0
ENO1-AS1,0.09030958849038796,-0.00559262395795945,0.007,0.013,1.0
MMACHC,0.09033885094006694,-0.005545754404705424,0.013,0.019,1.0
ERAP1,0.09035560182152963,-0.012539986014246413,0.046,0.059,1.0
CELSR3,0.09036303252168672,-0.0068654510660493915,0.012,0.019,1.0
METTL17,0.0904140035459467,-0.013727325454144651,0.09,0.105,1.0
MAPKAPK3,0.09044392959251187,-0.011427060174468325,0.058,0.071,1.0
CRNDE,0.0904634541789666,0.01285373217522745,0.187,0.18,1.0
CISD1,0.09056784107240107,-0.0030029811818724217,0.429,0.446,1.0
CDKAL1,0.09058419381300191,0.001372513874276518,0.037,0.038,1.0
IKZF3,0.0906196863484555,-0.00297251272221732,0.004,0.007,1.0
ZNF449,0.09063026335658807,-0.0062278924112489,0.01,0.016,1.0
SRCAP,0.09070110489114454,0.009269588992404106,0.062,0.054,1.0
SEMA3D,0.09071000463960029,-6.594491822506645E-4,0.001,0.002,1.0
FAM50B,0.09077571970396699,0.013561622017363197,0.075,0.062,1.0
EEF1AKMT2,0.09080258766325196,0.015787806504811805,0.096,0.08,1.0
MORC2-AS1,0.09088008091906873,-0.0074042769508369174,0.024,0.032,1.0
ARFGAP1,0.09088600301347415,-0.013713667435404683,0.069,0.084,1.0
PSMD6,0.09091319400544404,0.0066615599182815455,0.211,0.211,1.0
ARHGAP10,0.09093783093875904,-0.012950083157277997,0.08,0.095,1.0
KCTD18,0.09102927775504904,-0.008006630976907368,0.028,0.037,1.0
GHDC,0.0910305879484496,0.009405497980177438,0.043,0.033,1.0
FGB,0.0910468066768481,-0.03709332808782212,0.021,0.024,1.0
SEC16A,0.09117658353438611,-0.015907073084865275,0.086,0.102,1.0
HLA-F-AS1,0.09120491170133503,-0.00718000873150002,0.012,0.019,1.0
AC239799.1,0.09123679783333637,-0.004299664617850393,0.004,0.008,1.0
SAMHD1,0.09129687275221676,0.007457709917602612,0.038,0.035,1.0
SMAD3,0.09130046180986964,0.006517593377851738,0.297,0.302,1.0
ABRAXAS1,0.09149074894276382,-0.004115575483940717,0.031,0.037,1.0
UNC5B,0.09163800971121445,0.018246825614077977,0.131,0.113,1.0
DTD1,0.09165634011439701,-0.010198720267867695,0.131,0.145,1.0
DMBT1,0.09166341221123085,-3.217490759730608E-4,0.002,0.004,1.0
CERS5,0.09168838834458067,0.009256502642121495,0.063,0.056,1.0
ZNF433-AS1,0.0917225842903844,-0.005859363879509184,0.015,0.021,1.0
STK31,0.09172962254184479,0.005964630494995425,0.015,0.009,1.0
EFNA2,0.09174440319393648,0.0033166122539527096,0.021,0.019,1.0
FANCF,0.09174827316886691,-0.010282404161663511,0.051,0.062,1.0
AC022167.4,0.09175032121256135,-0.0023275062829476102,0.001,0.003,1.0
AC011753.2,0.09175032121256396,-0.0023275062829476102,0.001,0.003,1.0
AC104389.5,0.09175032121256396,-0.0023275062829476102,0.001,0.003,1.0
AC244197.2,0.09175032121256527,-0.0023275062829476102,0.001,0.003,1.0
AC079779.2,0.09175032121256788,-0.0023275062829476102,0.001,0.003,1.0
FGF14,0.09175032121256918,-0.0023275062829476102,0.001,0.003,1.0
NPY5R,0.09175032121256918,-0.0023275062829476102,0.001,0.003,1.0
SIX3,0.09175032121256918,-0.0023275062829476102,0.001,0.003,1.0
AC004832.1,0.09175032121257179,-0.0023275062829476102,0.001,0.003,1.0
DOCK3,0.09175032121259656,-0.0023275062829476102,0.001,0.003,1.0
KIF5C,0.09175032121259917,-0.0023275062829476102,0.001,0.003,1.0
AC012485.2,0.09175032121260308,-0.0023275062829476102,0.001,0.003,1.0
AL512306.3,0.09175032121263438,-0.0023275062829476102,0.001,0.003,1.0
AL591848.2,0.09175032121265785,-0.0023275062829476102,0.001,0.003,1.0
AC005288.1,0.09175032121266305,-0.0023275062829476102,0.001,0.003,1.0
NHLH2,0.09175032121266957,-0.0023275062829476102,0.001,0.003,1.0
KCNH3,0.09175032121267088,-0.0023275062829476102,0.001,0.003,1.0
ROBO2,0.09175032121267088,-0.0023275062829476102,0.001,0.003,1.0
DCHS2,0.09175032121267479,-0.0023275062829476102,0.001,0.003,1.0
AC090772.3,0.0917503212126774,-0.0023275062829476102,0.001,0.003,1.0
AL008721.2,0.0917503212126787,-0.0023275062829476102,0.001,0.003,1.0
PRRC1,0.09176207248894401,-0.006439908163009267,0.092,0.102,1.0
FAM81B,0.09188069692020936,-0.004621066159959094,0.005,0.007,1.0
AARS2,0.09189124623890582,-0.008111309141243424,0.018,0.026,1.0
SLC1A4,0.09200158043281204,0.007250074599977075,0.022,0.015,1.0
GRK3,0.09206450343672118,-0.004910348723219479,0.01,0.016,1.0
GPR84,0.09207509247482669,6.696704767605829E-4,0.002,0.001,1.0
CCDC9,0.09217197531707962,0.0071078200845241385,0.051,0.045,1.0
MRM2,0.09220862425701461,-0.016826203180616464,0.102,0.119,1.0
KLRG1,0.09223935999797213,-0.0036460118799997625,0.002,0.005,1.0
SNRNP35,0.0922943056421912,0.015933489420061855,0.109,0.093,1.0
SERTAD3,0.0923503577395355,-0.004385785573928658,0.241,0.255,1.0
PRR12,0.09239451900461491,-0.014815968652572106,0.079,0.094,1.0
DMAC2,0.09250454239368129,0.0029132603907734145,0.149,0.15,1.0
TMEM67,0.09255102915624958,0.005462394587790936,0.151,0.152,1.0
R3HCC1L,0.09256274512915626,-0.0109890104592422,0.044,0.056,1.0
NEUROD2,0.09271671161745836,-6.634425346501291E-4,0.001,0.002,1.0
AC015909.1,0.09271671161745884,-6.634425346501291E-4,0.001,0.002,1.0
KRTAP1-1,0.0927167116174773,-6.634425346501291E-4,0.001,0.002,1.0
TXNDC15,0.09274280370437477,-0.011431941071255586,0.08,0.094,1.0
PLCG1-AS1,0.09274755920865828,-0.004623371771262585,0.005,0.009,1.0
SNURF,0.09286267034193772,-0.0019381535153904193,0.013,0.016,1.0
LENG8-AS1,0.09288256077376521,-0.006230714176304206,0.01,0.016,1.0
CCNJ,0.09288616911863787,-0.00622507250448584,0.01,0.016,1.0
REPIN1,0.09297290213388647,-0.01808791490456685,0.111,0.129,1.0
SORT1,0.0930152594887134,0.002656521264799254,0.041,0.04,1.0
CNN2,0.09303899469746146,-0.005230614309619019,0.543,0.569,1.0
KCNK15,0.09305585481877789,-0.0012949063966272746,0.009,0.012,1.0
CLDN16,0.09310880333762675,-0.0055900054748728644,0.008,0.013,1.0
NOP14,0.09318619570847149,-0.015486493212096691,0.094,0.109,1.0
C17orf75,0.09319232210239527,0.0010718371260076964,0.054,0.055,1.0
AACS,0.09322060646203081,0.014953552930571726,0.089,0.074,1.0
GMPR2,0.09332849614467556,-0.010552561979744968,0.149,0.165,1.0
SLC52A2,0.09333461755862563,-0.025700939399352196,0.317,0.338,1.0
SMIM3,0.09346445139661705,-0.006377889161246365,0.031,0.036,1.0
ALOX15B,0.09354725330282199,0.00498419110342848,0.011,0.006,1.0
RRM2B,0.09366471828865959,0.013440430531782246,0.086,0.073,1.0
LINC01003,0.09368725747738048,0.013004501114471344,0.068,0.056,1.0
CST7,0.09385879954483695,-2.8431510503176827E-4,0.013,0.009,1.0
KPNA3,0.09398735249570087,-4.4558316432906364E-4,0.073,0.077,1.0
PEX5,0.09404896346737684,-0.007478804491239041,0.049,0.058,1.0
JMJD1C-AS1,0.09422433978876638,0.007566539195129802,0.024,0.017,1.0
MAN2B2,0.09425584957114709,-0.0035024258112236507,0.026,0.031,1.0
